branch,param,pps,solan,max_tree,max_leaves,throughput_avg,pps_avg,latency_avg
randforest,1,120000,2,20,8,0.0,83230.49338333333,16933.830991666666
randforest,1,140000,3,20,64,0.0,127413.71155833334,11023.05575
quickscore,1,20000,2,30,32,8154015.727209217,18463.680783333333,1041.2446166666666
randforest,1,10000,1,20,8,9105.800294283334,11.785775,5602.032583333334
quickscore,1,80000,2,90,8,506.68592385833335,2.565,6978.16805
randforest,1,60000,1,10,16,0.0,62901.503716666666,28794.069733333334
quickscore,1,60000,3,30,32,23326283.83016784,55386.12015833333,865.550475
quickscore,1,90000,1,90,32,35339977.0202364,83077.97160833333,845.8623916666667
quickscore,1,50000,1,100,8,500.59834859663863,2.52827731092437,7909.894966386555
quickscore,1,10000,3,30,8,3572494.56872385,8582.455308333334,1850.3687416666667
svm,2,50000,1,1,1,21511023.03269051,50002.9273,874.5587333333333
quickscore,1,50000,1,50,32,19865344.83841599,46155.96151666667,909.6255583333333
quickscore,1,80000,1,80,32,31323403.737674292,73847.64113333334,855.20585
quickscore,1,140000,1,40,16,16694099.002673918,121313.428075,602.5721333333333
svm,1,100000,1,1,1,3748413.1877342933,88594.94393333333,4067.7437333333332
quickscore,1,30000,3,80,8,507.203891025,2.6151166666666668,6710.45415
quickscore,1,50000,1,10,8,19857664.96667945,46156.37228333333,813.649775
base,2,150000,1,1,1,25229762.0355147,140195.002125,67.51895
quickscore,1,90000,3,70,16,35349796.73025286,83078.41144166667,763.0443750000001
randforest,1,30000,1,10,32,0.0,57470.71044166667,39070.18585
quickscore,1,80000,2,10,32,31316382.610688124,73847.24358333333,738.478225
randforest,1,130000,3,10,64,0.0,102974.93799166667,12025.384066666667
quickscore,1,50000,3,50,8,518.07913425,2.7898,7282.281666666667
quickscore,1,70000,3,70,32,27763639.280832473,64617.26955,898.0796166666667
quickscore,1,70000,2,80,8,26151707.370278068,59816.632966666664,1235.4378666666667
quickscore,1,100000,2,70,16,3966360.6996613164,92308.93541666666,718.527275
quickscore,1,120000,1,30,16,11574889.750565551,110711.88506666667,617.4327583333334
svm,1,30000,3,1,1,12156327.187932367,29031.36329166667,7332.823166666667
quickscore,1,10000,3,10,16,3716988.2745586834,9233.009783333333,1488.3212833333334
svm,2,90000,3,1,1,2706852.8868560414,89936.48159166667,704.1438
quickscore,1,120000,1,50,8,11622193.862090865,110721.12281666667,642.7688333333333
quickscore,1,30000,1,50,32,11540277.853402667,27694.323866666666,965.492675
quickscore,1,150000,2,50,32,17354929.178037908,120492.88935,616.690375
quickscore,1,120000,1,70,16,11567931.878425319,110634.650175,655.9069
randforest,1,80000,3,20,64,0.0,97656.81749166666,16944.506183333335
quickscore,1,140000,1,100,32,16639015.779124318,120055.826925,701.3119416666667
quickscore,1,30000,1,40,16,11537822.343002383,27694.410616666668,890.7602833333333
quickscore,1,10000,1,20,16,3719633.8962792167,9233.163316666667,1168.4179583333334
quickscore,1,80000,3,20,8,516.375354375,2.7149,7778.577808333333
randforest,1,70000,1,10,16,0.0,76176.74745833334,22115.9367
quickscore,1,130000,2,40,8,15204884.288173683,119575.169325,607.6780416666667
quickscore,1,80000,1,10,8,504.0400187166667,2.5317583333333333,7127.088183333333
quickscore,1,120000,3,100,32,11471292.518096818,109999.485475,740.0942166666666
randforest,1,120000,1,10,16,0.0,74421.83241666667,19759.848483333335
quickscore,1,110000,1,70,8,520.1623800833333,2.8149333333333333,6921.957641666667
quickscore,1,30000,2,80,16,11541376.066992417,27694.505233333333,1026.9728833333334
quickscore,1,40000,3,100,32,15751296.723226842,36925.08355833333,1086.47515
quickscore,1,120000,3,20,16,11575938.852822417,110716.47038333333,603.9285333333333
quickscore,1,150000,3,50,8,534.6974120416667,2.86465,8144.295533333333
quickscore,1,140000,2,100,8,13580845.467383148,114767.91336666666,1053.6452083333334
randforest,1,120000,2,10,8,0.0,68627.29145833333,19485.058491666667
quickscore,1,60000,3,20,32,23322012.72116044,55386.39110833334,840.1455666666667
quickscore,1,150000,2,60,32,17658531.997506768,121194.35775833334,641.9351
quickscore,1,30000,1,100,32,11538242.710206375,27694.313691666666,1163.5420166666668
randforest,1,80000,3,20,8,0.0,84710.92706666667,17720.838066666667
randforest,1,50000,1,10,8,0.0,57194.73600833333,32809.65756666667
svm,1,70000,1,1,1,28038235.496976126,63622.373308333335,4911.530733333333
quickscore,1,120000,1,40,32,11572225.780857475,110703.46111666667,613.9558583333334
quickscore,1,110000,2,20,32,7148905.079433257,101539.44395833333,636.1526333333334
quickscore,1,110000,3,30,16,7147274.258604975,101540.54033333334,650.56585
quickscore,1,140000,3,40,16,16866377.463674434,121729.3269,596.1118833333334
quickscore,1,90000,1,80,8,-2482565.0903909993,77358.19791666667,1085.28585
quickscore,1,80000,3,80,8,510.250848575,2.664916666666667,7439.479133333333
quickscore,1,60000,2,90,32,23323823.53080477,55386.52934166667,997.0130416666667
randforest,1,110000,3,10,32,0.0,75479.946475,17462.725683333334
quickscore,1,120000,3,90,8,530.7316168,2.8482583333333333,7267.860408333333
quickscore,1,150000,1,40,8,15227948.876821965,117225.68946666666,626.3072
quickscore,1,50000,2,50,32,19865731.594896134,46155.942091666664,895.0135833333334
quickscore,1,50000,2,40,16,19866108.964133408,46156.053433333334,880.511925
quickscore,1,140000,3,30,8,17083051.380451933,122996.72914166667,626.530775
quickscore,1,10000,2,40,32,3719242.0926901833,9233.076483333334,1406.3190583333333
quickscore,1,140000,3,30,32,16854243.509424236,121755.00536666666,599.947275
randforest,1,140000,3,10,32,0.0,89124.1811,13793.6303
quickscore,1,90000,2,70,8,520.1450053916667,2.6976833333333334,7212.821533333334
quickscore,1,40000,2,40,32,15739392.210767642,36925.1341,891.4362666666667
randforest,1,150000,3,10,16,0.0,79855.95299166667,14716.42075
quickscore,1,140000,2,30,32,16856800.623695433,121667.65358333333,595.996
quickscore,1,70000,1,30,8,507.88406806666666,2.590091666666667,7645.0493166666665
randforest,1,50000,3,20,8,0.0,63423.73195,32358.36275
quickscore,1,130000,1,30,32,15138313.426241977,119066.43498333334,600.8733
randforest,1,100000,1,20,16,0.0,85962.719575,17605.758775
randforest,1,130000,1,10,16,0.0,70271.30351666667,17828.086366666666
base,2,100000,3,1,1,7271727.1394516835,99988.47659166667,72.86803333333333
randforest,1,110000,3,20,32,0.0,89316.306325,16226.675766666667
quickscore,1,70000,3,30,8,22908108.5964362,53070.32125833333,1679.8110083333333
quickscore,1,70000,2,30,16,27763677.708343625,64617.87401666667,803.1359916666667
randforest,1,10000,3,10,8,0.0,26965.607275,68563.99695833333
quickscore,1,50000,1,60,16,19860023.827590834,46155.96403333333,871.77575
randforest,1,60000,1,20,32,0.0,83045.54473333333,26844.977358333334
quickscore,1,40000,2,30,8,15755482.143067358,36925.36590833333,829.94975
quickscore,1,90000,2,70,16,35345711.19453415,83078.13524999999,762.3455833333334
svm,1,60000,2,1,1,23482906.182593975,54455.48141666667,5613.803933333334
quickscore,1,70000,3,90,16,27761745.152943067,64617.7353,879.2772333333334
randforest,1,90000,2,20,64,0.0,118208.4086,16834.313283333333
quickscore,1,130000,2,70,32,15024542.2252516,118288.2741,658.723225
quickscore,1,80000,1,100,32,31321314.658790868,73847.06983333333,920.0721916666666
quickscore,1,50000,1,70,16,19862932.812536635,46156.019075,911.7733499999999
quickscore,1,40000,3,70,8,15752976.445012692,36925.69206666667,909.115275
quickscore,1,150000,1,60,8,-3733316.1676291665,74497.65214166667,3158.6396916666667
quickscore,1,10000,3,70,8,3739182.8208098165,9233.251283333333,1717.7099249999999
randforest,1,40000,1,10,32,0.0,50605.2836,44684.869216666666
quickscore,1,70000,3,10,16,27764263.782528076,64617.32451666667,736.961525
quickscore,1,130000,2,20,16,15165506.919377208,119283.25373333333,573.902125
randforest,1,70000,3,20,64,0.0,103487.271825,18364.5079
quickscore,1,50000,2,60,16,19864868.1271019,46156.10384166666,892.988475
randforest,1,10000,1,10,64,12087.8908948,20.183958333333333,6247.831158333333
quickscore,1,30000,3,80,16,11540472.494319016,27693.9311,1035.046175
quickscore,1,40000,3,20,32,15742532.59113935,36925.09001666667,848.4605416666667
quickscore,1,40000,2,70,16,15739442.321976041,36924.87081666667,943.6849416666666
quickscore,1,50000,1,80,8,19696411.061809883,46156.02685833333,900.6648
randforest,1,150000,2,10,8,0.0,77711.69053333333,15900.344633333334
quickscore,1,120000,3,70,32,11547989.479741815,110465.20644166667,687.6907833333333
quickscore,1,90000,3,40,8,525.8910492083334,2.806525,7272.81165
quickscore,1,110000,2,50,8,519.78194095,2.8147833333333336,7367.769433333333
quickscore,1,90000,3,100,16,35341951.735439256,83076.52711666666,796.705125
randforest,1,130000,2,20,8,0.0,103400.4323,12726.0772
quickscore,1,50000,3,100,16,19865343.461471733,46155.61745,957.7141
quickscore,1,120000,3,20,8,519.5744757666666,2.8064083333333336,7494.261083333333
quickscore,1,60000,2,20,8,14114948.534187717,33253.04464166667,3438.01305
quickscore,1,30000,1,20,16,11544150.031255458,27694.41505,836.5047416666666
quickscore,1,140000,3,60,8,7900571.149391809,100951.521725,1646.5911916666666
quickscore,1,150000,2,20,16,17924120.780474752,122454.70135833333,558.8686666666666
quickscore,1,110000,2,10,32,7145946.1229953505,101527.22928333333,609.407325
quickscore,1,120000,1,70,8,526.6228303833333,2.773366666666667,7118.94375
randforest,1,60000,2,20,16,0.0,74894.44194166666,26839.170583333333
randforest,1,30000,3,10,8,0.0,51386.323825,42403.226825
quickscore,1,60000,1,20,8,502.6219299333333,2.5567,7495.136108333333
randforest,1,10000,1,20,32,0.0,59083.137,35965.87123333333
quickscore,1,90000,2,90,32,35354800.07043881,83079.18164166667,829.3142333333334
quickscore,1,100000,2,50,16,3971322.08129834,92308.96035833334,697.9875
randforest,1,60000,1,20,16,0.0,75475.44905833334,26402.579758333333
quickscore,1,10000,2,10,8,3728955.4101767167,9234.166433333334,1170.9211916666666
quickscore,1,50000,2,90,16,19858244.267877273,46155.9182,956.4357416666667
quickscore,1,80000,2,40,32,31319831.959003925,73847.52043333334,782.6077916666667
quickscore,1,130000,1,30,16,15166748.915708197,119238.597125,577.520875
svm,1,80000,1,1,1,31109012.275641933,71284.4277,4966.773116666667
quickscore,1,60000,1,70,16,23321153.725983966,55386.467825,914.6733666666667
quickscore,1,50000,1,60,8,19852970.22325073,46156.183475,872.521775
quickscore,1,100000,1,100,8,520.45770955,2.848266666666667,7905.726008333333
randforest,1,40000,2,20,64,0.0,79709.70290833333,34954.33860833333
randforest,1,150000,3,20,16,0.0,84556.87234166666,16282.094016666666
quickscore,1,120000,3,30,32,11575816.707358973,110715.91890833333,613.6675666666666
svm,2,40000,2,1,1,17058263.266624276,40002.929925,911.1111666666667
quickscore,1,30000,1,10,8,503.0749626666667,2.5568250000000003,8362.268741666667
randforest,1,60000,2,20,32,0.0,76848.35035833334,30579.136083333335
quickscore,1,60000,1,90,8,23392076.9671522,55386.58955833333,929.7121416666666
randforest,1,50000,2,20,8,0.0,63956.22775,31968.70321666667
quickscore,1,10000,1,30,16,3718364.0440618,9232.981941666667,1325.0582666666667
quickscore,1,40000,1,40,8,505.24999089166664,2.54,7475.548183333333
quickscore,1,70000,2,70,16,27762331.116982885,64617.09935833333,849.6960416666667
quickscore,1,140000,2,80,32,16909428.60831426,121086.48324166666,664.4290916666666
quickscore,1,140000,2,60,32,16708538.794067925,120806.84403333333,633.6070833333333
randforest,1,40000,3,20,8,0.0,57175.397841666665,39042.78989166667
quickscore,1,150000,2,40,8,8146621.849861373,101519.7911,1295.496825
quickscore,1,120000,2,40,32,11573343.688572384,110691.76836666667,626.7306
quickscore,1,120000,3,60,8,-6936546.761546175,66643.98177500001,2834.1949666666665
quickscore,1,130000,3,20,16,15179730.192468368,119358.78494166667,556.617975
quickscore,1,70000,3,40,32,27767401.91104505,64617.37674166667,835.4339166666666
quickscore,1,130000,3,80,16,15064513.543276392,118527.29129166667,636.1801416666667
quickscore,1,110000,1,30,16,7149060.670230634,101539.29348333333,637.4512083333333
randforest,1,30000,2,10,32,0.0,58103.480525,38166.403783333335
quickscore,1,80000,1,10,32,31321152.970231432,73847.67685,735.2351916666667
quickscore,1,20000,2,70,8,494.015646325,2.4152833333333334,7798.911516666667
quickscore,1,150000,2,40,16,17716774.726319652,121703.24893333334,598.638525
quickscore,1,70000,1,100,16,27762764.184273176,64617.650975,904.508775
quickscore,1,110000,3,90,16,7149528.631628635,101525.51069166667,715.2702416666666
base,2,40000,1,1,1,17046315.095818434,40000.360141666664,98.961075
quickscore,1,140000,3,100,32,16574375.909172332,120012.963075,698.7502583333334
quickscore,1,120000,1,100,8,533.3031858916667,2.964666666666667,6369.602066666666
quickscore,1,60000,3,100,8,497.25608531666666,2.606641666666667,7395.203308333334
quickscore,1,40000,2,20,16,15736894.490121976,36925.321675,836.923925
quickscore,1,150000,1,10,8,526.262716275,2.864675,6583.35695
quickscore,1,50000,1,100,16,19863741.87032103,46156.2811,942.1952833333334
quickscore,1,40000,2,70,8,514.5793332666667,2.5983416666666668,7452.063066666667
quickscore,1,80000,2,70,8,31325600.313043665,73847.84771666667,832.1715083333333
quickscore,1,20000,2,80,32,8155429.290513816,18463.45288333333,1115.5125416666667
quickscore,1,70000,2,100,16,27763410.560254775,64617.13829166667,911.0586083333334
quickscore,1,100000,1,90,8,3941149.864577143,92309.06730833334,753.963975
quickscore,1,30000,2,30,16,11540495.63428855,27694.353291666666,911.1680250000001
quickscore,1,100000,1,100,32,3972912.3398634396,92309.52591666667,798.2920833333334
quickscore,1,40000,3,30,32,15740932.554423608,36925.155158333335,885.3249166666667
quickscore,1,80000,2,60,32,31324261.313114084,73847.27690833334,823.6166666666667
quickscore,1,60000,1,90,32,23321446.907850992,55386.899216666665,1019.8739666666667
quickscore,1,140000,1,20,8,512.78468435,2.7983833333333337,6828.959325
quickscore,1,120000,1,70,32,11543443.437647358,110454.08575,669.6705333333333
quickscore,1,30000,1,100,8,11544284.325395217,27694.427075,1006.1050166666666
base,2,130000,3,1,1,19490304.55365082,129742.359275,66.463525
quickscore,1,70000,3,40,8,508.3556844666667,2.5900250000000002,7792.797233333334
quickscore,1,60000,2,20,32,23319611.598632,55386.26998333333,834.4107583333333
quickscore,1,40000,1,10,16,15736883.291065259,36924.99546666667,835.0470083333333
svm,1,110000,3,1,1,5648951.488994507,94236.08685,4707.030275
quickscore,1,140000,2,10,8,529.8197792,2.8232250000000003,7607.777791666666
quickscore,1,50000,2,70,16,19866062.28032481,46155.674158333335,913.5058833333334
quickscore,1,110000,2,90,32,7135732.676852823,101431.38369166666,745.4324666666666
quickscore,1,150000,2,50,16,17564272.87166428,121297.58283333333,598.1634
randforest,1,50000,2,10,64,0.0,63007.33970833333,32686.859483333334
quickscore,1,30000,3,30,8,9862456.485426633,22719.31235,2022.7793833333333
quickscore,1,40000,2,20,8,14997732.34732735,34400.88429166667,1263.4800416666667
svm,1,10000,1,1,1,4027233.848814517,10003.023358333334,11845.867091666667
quickscore,1,40000,2,20,32,15739036.191230042,36925.07910833333,849.713275
randforest,1,10000,2,20,8,0.0,34106.44748333333,67144.31530833333
quickscore,1,40000,1,90,32,15738090.301159034,36925.131408333335,1038.40405
randforest,1,40000,1,20,32,0.0,71346.938725,35504.15925833333
quickscore,1,120000,1,30,32,11574887.18173175,110718.52491666666,603.09675
randforest,1,70000,1,10,64,0.0,81176.699775,20555.362575
quickscore,1,140000,3,70,16,16815479.077904586,121255.6832,627.6308083333333
base,2,10000,3,1,1,4026306.4415847,10001.884016666667,158.71460833333333
quickscore,1,140000,3,90,8,515.7393432916666,2.83995,6653.993033333333
quickscore,1,80000,3,10,32,31323591.049321067,73848.30478333334,714.3195
quickscore,1,80000,3,40,32,31318525.37805084,73848.81236666667,781.2925583333333
quickscore,1,70000,3,60,8,27788038.53579157,64617.85833333333,828.9297416666667
quickscore,1,20000,3,80,16,8154453.727020367,18463.71905,1041.650025
quickscore,1,50000,2,10,16,19852984.21808984,46155.96301666667,820.806125
quickscore,1,120000,1,50,16,11575626.431566648,110704.79855833334,633.0801
randforest,1,80000,3,20,32,0.0,95988.71163333333,16526.011133333333
quickscore,1,130000,1,20,32,15143193.860130819,119127.90254166667,592.8465666666667
randforest,1,60000,2,10,16,0.0,63003.948825,34183.486033333334
quickscore,1,10000,1,70,8,3563642.4711724916,8569.354416666667,1641.864325
quickscore,1,20000,1,10,32,8155038.304326042,18463.645566666666,924.8141833333333
quickscore,1,150000,3,70,8,8084201.959936157,101277.08745,1666.8749833333334
quickscore,1,90000,1,50,32,35350332.140154555,83077.7732,769.1668583333334
quickscore,1,140000,2,80,16,16691420.211053157,120856.21293333333,650.7819833333333
quickscore,1,80000,3,100,32,31324413.24610566,73847.38519166666,915.7855916666666
quickscore,1,130000,3,100,8,508.0315931,2.7232333333333334,7190.974291666666
quickscore,1,140000,2,100,32,16605030.851416824,120047.70324166666,702.0837416666667
randforest,1,80000,1,10,64,0.0,81383.42730833334,18938.45135
randforest,1,140000,1,10,16,0.0,92928.02100833334,14218.484516666667
quickscore,1,40000,3,80,16,15737300.784419775,36925.431575,966.5691
quickscore,1,30000,1,40,32,11540853.32887405,27694.621591666666,905.6993083333333
quickscore,1,150000,1,100,32,17632229.0222679,120559.00995833334,687.3137666666667
quickscore,1,40000,1,20,32,15747949.025434833,36924.70813333333,846.471125
quickscore,1,70000,2,10,32,27762296.97991755,64617.59715833333,765.4928583333333
randforest,1,30000,2,20,8,0.0,58948.843741666664,40383.028216666666
randforest,1,90000,1,20,16,0.0,98716.09803333333,17094.5269
quickscore,1,110000,1,50,16,7147971.140133298,101540.217925,659.6298083333334
svm,1,150000,2,1,1,14525416.13620969,110531.25288333333,3690.8512833333334
quickscore,1,30000,1,90,8,495.3947574833333,2.5484666666666667,7958.779158333334
quickscore,1,140000,3,20,32,16546345.628059274,121088.99750833334,581.73675
quickscore,1,30000,3,60,32,11539944.02532915,27694.699883333335,1019.4725
quickscore,1,150000,2,10,32,17932162.855944026,122558.588825,546.4640583333334
quickscore,1,140000,2,20,8,17018106.034355614,123037.87700833334,594.8356416666667
quickscore,1,60000,2,30,32,23322757.446902268,55386.781125,866.8513833333334
quickscore,1,150000,1,70,32,17145937.49824119,119832.78292499999,665.3440833333333
randforest,1,80000,2,20,8,0.0,82336.3663,17453.294658333332
quickscore,1,10000,2,30,16,3718473.1219854,9233.407425,1327.1505166666666
randforest,1,110000,1,10,8,0.0,66797.61168333334,18654.448725
quickscore,1,60000,3,100,32,23322198.27416325,55386.800058333334,1055.4320166666666
quickscore,1,60000,1,80,32,23320907.66684321,55386.520066666664,978.277325
randforest,1,10000,1,10,32,12664.651767608333,21.502441666666666,6136.321191666667
quickscore,1,90000,1,10,32,35343631.94027584,83078.39756666667,671.434
quickscore,1,40000,3,30,16,15749977.981199242,36925.17009166667,877.7876083333333
quickscore,1,10000,2,40,8,2421083.3660765835,5551.13185,2825.35935
quickscore,1,80000,3,20,16,31321218.764264826,73846.76511666666,730.5555333333333
quickscore,1,130000,1,60,32,15057476.631965807,118504.33020833334,633.207625
quickscore,1,70000,2,50,16,27764601.3781964,64617.2732,822.0498083333333
quickscore,1,150000,1,50,32,17145307.624232344,120047.1891,635.397425
quickscore,1,10000,2,90,8,502.676751,2.25685,9818.5603
quickscore,1,20000,3,80,32,8155029.763985125,18463.816666666666,1105.4597416666666
quickscore,1,80000,1,90,16,31324900.3917331,73847.57259166667,847.0324333333333
quickscore,1,90000,2,100,32,35344998.97547051,83077.85639166666,852.5133666666667
quickscore,1,60000,3,80,16,23324294.156175233,55386.79848333333,916.40835
randforest,1,50000,3,20,16,0.0,68791.26535,31097.643691666668
quickscore,1,70000,1,70,32,27763218.2999474,64617.627016666665,898.6386916666667
randforest,1,60000,1,20,64,0.0,85161.435675,23956.879575
quickscore,1,70000,1,40,16,27764046.1242991,64617.233733333334,809.2066583333333
base,2,70000,1,1,1,30073114.47277916,69996.61783333334,79.00716666666666
quickscore,1,60000,3,70,16,23323723.047769926,55386.5709,917.3406
quickscore,1,130000,1,70,8,15212532.903496733,119509.82331666666,671.5874083333333
quickscore,1,70000,2,70,8,507.4992404833333,2.4817666666666667,7217.5097
quickscore,1,30000,2,80,8,492.76900995,2.5401583333333333,7112.444466666667
svm,2,60000,3,1,1,25275094.35394284,60002.860025,863.8037416666666
randforest,1,90000,1,20,64,0.0,120188.86806666666,15993.485541666667
randforest,1,50000,1,20,32,0.0,74695.4902,32988.56919166667
quickscore,1,100000,1,50,8,514.5881108416667,2.8232500000000003,7630.3222
quickscore,1,20000,2,90,16,8155438.793123442,18463.556441666668,1139.6563916666667
randforest,1,120000,3,20,32,0.0,94316.512275,17772.792308333333
quickscore,1,110000,1,90,8,522.3398456166667,2.7563583333333335,7175.141666666666
quickscore,1,80000,3,90,32,31319286.73433486,73847.6958,902.3041
randforest,1,120000,2,10,64,0.0,84248.79438333333,16916.713125
quickscore,1,120000,1,40,8,522.2632011083333,2.7564583333333337,7209.785133333334
quickscore,1,30000,3,10,32,11538524.6498661,27694.403516666665,849.6474333333333
svm,2,80000,1,1,1,33906591.46500658,80000.26064166667,767.498975
base,2,120000,1,1,1,15515600.983496318,119956.50510833334,67.29796666666667
quickscore,1,100000,2,90,8,3779891.37764825,92308.67371666667,739.4685333333333
quickscore,1,90000,1,90,8,-6998845.185472051,67964.24216666666,1776.2263416666667
quickscore,1,30000,1,80,32,11545153.69023705,27693.819291666667,1069.149275
quickscore,1,20000,2,10,16,8155100.443246225,18463.73615,937.97765
quickscore,1,140000,3,20,8,517.44894875,2.823,8002.392083333333
randforest,1,110000,1,10,32,0.0,76254.07329166667,17659.738083333334
quickscore,1,70000,3,100,16,27762267.29430655,64617.350183333336,896.6461666666667
quickscore,1,40000,1,80,16,15736838.888138633,36925.367991666666,954.2905583333334
quickscore,1,110000,3,60,8,512.8627490083334,2.7149916666666667,6710.86945
quickscore,1,150000,1,40,32,17797453.277358394,121775.9415,607.9377583333334
quickscore,1,80000,2,100,32,31318359.754847568,73847.66733333333,911.2742833333333
randforest,1,140000,3,10,8,0.0,85254.07043333333,14374.127016666667
quickscore,1,50000,1,30,32,19859994.140773542,46156.093725,868.7011166666666
quickscore,1,150000,1,60,32,17587969.44191729,121006.82874166667,643.0502916666667
randforest,1,10000,3,20,8,0.0,35550.06154166667,60030.940866666664
quickscore,1,50000,3,20,32,19859641.672427535,46155.555766666665,820.9101166666667
randforest,1,120000,1,20,16,0.0,92620.00601666667,14779.760333333334
quickscore,1,130000,1,40,8,-5304160.133530016,71790.7494,2940.289891666667
randforest,1,70000,2,20,64,0.0,101346.429725,19199.247758333335
quickscore,1,80000,3,70,16,31323657.52825944,73847.64460833333,803.2516
quickscore,1,70000,3,20,8,27904837.1786728,64617.46190833333,776.3259333333333
quickscore,1,100000,1,70,32,4157639.164080402,92294.04101666667,740.4435583333333
quickscore,1,80000,2,10,8,525.1233808666667,2.7483750000000002,6880.6471
quickscore,1,20000,1,40,16,8156060.006670475,18463.780275,1036.2519666666667
quickscore,1,50000,3,10,32,19865724.82726135,46155.67456666667,797.8787083333333
quickscore,1,70000,2,90,32,27761780.048807018,64616.61786666667,934.0958666666667
quickscore,1,70000,1,90,8,512.4704782333333,2.7233916666666667,7523.258291666667
svm,2,110000,2,1,1,9485386.931118533,106048.57,678.78375
quickscore,1,50000,2,70,8,19856998.989625067,46156.011991666666,858.6878333333333
quickscore,1,50000,3,90,16,19862936.330550566,46155.92565833333,922.5675083333333
quickscore,1,120000,2,90,32,11499222.116953708,110142.60922500001,696.4396583333333
quickscore,1,130000,1,80,16,15062286.370011473,118501.07168333333,635.00655
quickscore,1,130000,2,70,16,15084194.489487331,118645.588975,639.447125
quickscore,1,20000,2,100,16,8157189.508790516,18463.425508333334,1106.2906416666667
quickscore,1,50000,2,40,8,19700462.375812467,46155.972741666665,837.96665
quickscore,1,110000,3,60,32,7153097.139893067,101535.86575833334,728.3062333333334
quickscore,1,10000,3,40,16,3716683.0082359836,9232.749975,1601.4734916666666
quickscore,1,140000,1,30,8,-3767231.002234784,73847.10495833334,2359.104975
quickscore,1,70000,1,60,16,27764668.472993508,64617.494783333335,842.6465166666667
randforest,1,10000,1,20,16,468.7886173333333,1.10765,5526.8881833333335
base,2,40000,3,1,1,17046512.99472671,40000.694125,79.69681666666666
quickscore,1,90000,1,20,8,35388245.84971581,83077.930775,704.0703916666666
quickscore,1,50000,2,80,32,19862674.895187374,46155.970725,956.032775
quickscore,1,140000,3,80,32,16836336.0408749,120878.00071666666,663.1161
svm,1,10000,3,1,1,4029062.123928175,10003.105725,11839.120416666667
quickscore,1,30000,2,80,32,11543586.576503208,27694.500891666667,1065.8869
quickscore,1,150000,2,70,16,17784997.1409952,121568.811275,626.3725416666666
quickscore,1,70000,3,60,32,27764735.67054965,64617.28166666667,890.50885
quickscore,1,150000,1,30,8,14382117.086879283,115006.57305833334,625.6064916666667
quickscore,1,50000,3,70,16,19864221.4445595,46155.80464166667,895.7996916666667
quickscore,1,20000,2,100,8,518.8962070416667,2.564891666666667,7536.21845
quickscore,1,10000,2,100,8,3766789.6990849082,9233.109833333334,1897.0175083333334
quickscore,1,70000,1,20,8,528.2536635583333,2.714866666666667,6965.557816666666
randforest,1,30000,1,20,16,0.0,66409.28616666667,38581.89826666666
quickscore,1,130000,1,90,16,15033079.789054407,118300.84848333334,660.1751416666667
quickscore,1,100000,1,20,16,3964633.06367006,92295.138725,645.0077833333334
quickscore,1,50000,3,80,16,19864603.7938933,46156.046083333335,912.4655416666667
quickscore,1,50000,1,50,8,11380169.843347017,27858.773983333333,3471.986375
quickscore,1,110000,1,10,16,7152204.708574365,101538.8901,601.5952666666667
quickscore,1,70000,1,70,16,27766262.894244567,64616.83448333333,851.144275
quickscore,1,60000,1,30,16,23321168.63258831,55386.60733333333,848.6104416666667
quickscore,1,120000,1,50,32,11564277.57801411,110628.38541666667,655.444325
quickscore,1,130000,2,20,8,524.8086109916667,2.79835,7027.1104
svm,2,110000,3,1,1,45741232.96319161,107234.02376470588,657.6844352941176
base,2,130000,2,1,1,19490073.281391274,129734.09825833334,67.49536666666667
quickscore,1,100000,1,60,32,3973022.317581835,92309.55100833334,721.34105
randforest,1,10000,3,10,32,0.0,34479.64286666667,89362060.92892501
quickscore,1,120000,3,40,8,11708121.729933508,110721.91085833333,629.9402916666667
quickscore,1,20000,3,20,8,8204159.977458975,18210.8917,996.8891083333333
quickscore,1,130000,3,10,16,15198650.678328091,119512.33110833334,554.9884666666667
quickscore,1,10000,3,40,8,3739470.4685492166,9233.58285,1614.037125
randforest,1,20000,1,10,32,0.0,57514.002258333334,38721.434891666664
quickscore,1,110000,2,10,16,7150934.160115519,101524.41781666667,593.878375
svm,2,40000,3,1,1,17053189.7818591,40002.92393333333,913.83065
randforest,1,110000,3,10,16,0.0,69370.07355,18420.783616666668
randforest,1,30000,2,10,16,0.0,54992.694975,41219.21974166667
randforest,1,130000,3,20,8,0.0,104752.01655833333,12420.457991666666
quickscore,1,120000,2,20,8,523.5471148916666,2.8230750000000002,6607.7916583333335
randforest,1,20000,2,10,32,0.0,57010.64513333333,41273.70945
quickscore,1,60000,2,10,16,23322676.740382466,55386.56026666667,794.4760166666666
quickscore,1,70000,1,80,16,27764315.24614335,64617.00211666667,856.903925
quickscore,1,20000,3,20,16,8155877.325894433,18463.563616666666,958.4425916666667
svm,1,140000,2,1,1,13927575.07021469,110385.76603333333,4077.6476916666666
quickscore,1,10000,2,60,16,3717330.5614946582,9232.9088,1626.29535
randforest,1,100000,1,20,32,0.0,85935.74583333333,16643.659875
quickscore,1,100000,3,50,8,3948980.5289398567,92308.73695833333,695.0845083333334
quickscore,1,50000,2,60,8,515.6317612166666,2.7982500000000003,7844.0227583333335
svm,2,100000,1,1,1,7090806.4113442935,99488.623225,684.5953583333334
